id,name,review_date,star_rating,comments,venue,establishment,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
NLVQbI5tUFqnFNz5ghSUjg,Customer_9894,2015-08-20 12:32:09,⭐⭐⭐⭐⭐,Service and food was excellent!! Personal favorite is the beef short rib tacos washed down with a gluten-free beer.,Uptown,Tavern,60.77,14.25,23.4,2,46-55,Non-binary,Caucasian
clSTQLuLu11UhwSPKEtToA,Customer_6464,2018-05-11 21:48:59,⭐⭐⭐⭐⭐,,Uptown,Tavern,146.84,26.88,18.3,2,,Non-binary,Asian
9tGxCSt6z-ZPeJFxoc_T4A,Customer_9871,2015-12-23 16:23:07,⭐⭐⭐⭐,,Uptown,Tavern,19.99,3.96,19.8,2,,Non-binary,Other
ve34O0LAyheEh4Txtq5VYQ,Customer_8828,2013-10-31 16:35:09,⭐⭐⭐⭐,,Uptown,Tavern,44.13,5.54,12.5,1,,Female,Caucasian
B7oJ823S4CSlHydsgeTdng,Customer_5360,2014-04-21 20:18:30,⭐,,Uptown,Tavern,41.91,8.33,19.9,4,26-35,,African American
14JPuG_IyWeP-DQGrpNdng,Customer_6224,2015-04-18 18:36:57,⭐⭐⭐⭐,Great place to watch sports and try the good food selection. Brunch is great on the weekend and have something special always. Just get ready for the line so my ght as well get a spot on the bar or wait forever.,Uptown,Tavern,93.17,17.85,19.2,2,18-25,,Other
fAZ3e6jOEseEBYJOn8m8zw,Customer_4007,2017-08-10 23:37:18,⭐⭐⭐⭐,Was not too much a fan of some of the food. The Lamb was not lamb have no clue why it was. However the staff is very nice and the drinks were great.,Uptown,Tavern,25.51,4.09,16.0,1,18-25,Male,African American
YtUt2x2ZuHB-nesS9jZNxQ,Customer_7647,2014-08-12 04:36:29,⭐⭐⭐⭐,"Great place. Good food. Good prices, $30 for 2 people.  Good service. Too loud on the inside but perfect for sitting outside. Try the pretzel sandwich with fries.",Uptown,Tavern,30.74,5.11,16.6,3,36-45,Prefer not to say,African American
kc6jSWjXzJGbo--F7ce9yw,Customer_3953,2016-06-26 20:18:19,⭐⭐⭐⭐⭐,"Fantastic brunch, bloody Mary's and blood orange mimosas were superb. The Red Velvet waffles, cheddar cheese, chorizo and gravy biscuits were great too and you must try the huevos rancheros, they will not disappoint. The service was also great.",Uptown,Tavern,37.98,6.08,16.0,3,18-25,Female,African American
8CefMKM_Tj1eDss6s-9d-g,Customer_5709,2017-05-01 17:20:37,⭐⭐⭐⭐⭐,Tavern is a local food hangout with nightly live country music. Our country music singer was from Australia but she has Nashville voice. It shows the love of county music is universal.,Uptown,Tavern,44.08,4.45,10.1,2,26-35,,Caucasian
eX9N0rLvcfgrOo34hvDQRQ,Customer_7840,2014-02-12 21:35:12,⭐⭐⭐⭐,,Uptown,Tavern,33.48,4.39,13.1,2,,Prefer not to say,Caucasian
EFEcTZKyxFLfG6R2w6UIvw,Customer_5297,2012-08-18 03:44:10,⭐⭐⭐⭐,"I've been to Tavern a variety of times since it opened and have had a lot of fun trying their dishes.  Really delish food and great atmosphere.

For brunch, my favorite would be the Singapore Stir Fry - yum!!  I also love their brunch drinks - my two favs are the Bellini Sparkle and the Blood Orange Mimosa

Lunch/Dinner: The Bucket of Mussels, Mahi Sandwich, and the Tuscan Kale & Parmesan Salad

Dessert: hands down the S'mores - had some out of town guests in recently and took them just for s'mores and drinks late night, and it was such a blast - I felt like a kid roasting marshmellows all over again but in a much classier manner :)

Late night weekends is also really fun at Tavern with the music, but definitely hard to hold a conversation with anyone if you are eating during that time.",Uptown,Tavern,110.6,38.71,35.0,3,,Male,Mixed
i4XsL5ShtxUB_BjGxBExZw,Customer_1307,2016-09-30 23:54:44,⭐⭐⭐,"We stumbled onto this resturant after seeing the very long line at Hattie B's. The atmosphere seemed really nice and the wait for a table much more manageable-only 10 minutes. The menu choices were appealing and we put in an order for two burgers, fries, a fish sandwich and trail salad. Then we waited, and waited and waited some more. Fifty minutes later our food still did not arrive with no real explanation (or apology) from our server. The manager was pleasant and after she was alerted our food did arrive. The burgers were tasty as were the Belgian fries. The trail mix salad had too many dried cranberries for my liking making it much too sweet. I think with a different server the experience may have been more positive, but with so many great restaurants in Nashville I won't be going back to find out.",Uptown,Tavern,78.24,14.87,19.0,1,56-65,Male,Caucasian
mr3pVSBaVYi17pJViaJS0Q,Customer_2382,2013-07-13 02:08:45,⭐⭐⭐⭐,,Uptown,Tavern,62.56,14.65,23.4,1,26-35,Non-binary,Asian
1L6BIUf532tCKoF4FZODDQ,Customer_3626,2014-04-22 02:07:26,⭐⭐⭐⭐⭐,"If you think you are walking into a typical bar menu .... think again! Wonderful, original recipes. I had a kale salad, guacamole and chicken wings. All awesome with non conventional ingredients (finally chopped kale with parmesan cheese, nuts, lemon). Guacamole with pistachio nuts and goat cheese! Who would have thought!! Really good!",Uptown,Tavern,34.26,9.28,27.1,5,46-55,Male,Hispanic
D3nia5r9M1UMtQbthNRxVA,Customer_4640,2011-05-30 15:37:35,⭐⭐⭐⭐,,Uptown,Tavern,54.34,7.21,13.3,2,18-25,Male,Other
kgnwwMBg1O0Y9Ty951_Lig,Customer_9665,2017-12-16 15:29:13,⭐⭐⭐⭐,,Uptown,Tavern,42.56,8.3,19.5,6,46-55,Male,Mixed
m3rZ0UhIOrYqLREDtuNOzg,Customer_7848,2015-08-31 04:54:53,⭐⭐⭐,"3 stars for food and a 1/2 star for ambience/drink specials. Went here with a bunch of friends on a Wednesday night. The place was busy! They said our wait was about 30 min so we decided to go to the bar. 2 for 1 drink special!! Excellent! The drinks were pretty big and strong so it was a great deal. I got the tequila drink with blackberry and agave juice (can't remember the name). It was good!! We sat on the outdoor patio with our drinks while we waited for our name...it was perfect! 

The food was mehhh...I had the lamb tacos which were just ok. I felt like they needed to be more exciting...there was barely anything on them. I ordered 3 because I was pretty hungry, and it was the perfect size. My friend who got the burger loved it, so maybe I just had to order something else. Who knows. Overall I was underwhelmed. I have to eat gluten free (Celiac), and they did have a gluten free menu. It wasn't huge but enough options. However, they did have fried things on the gf menu that are NOT GF!! This is a huge pet peeve of mine...why put it on the gluten free menu if it's not?! So annoying. I would go back to this place for drinks only.",Uptown,Tavern,39.18,8.0,20.4,4,18-25,Prefer not to say,Other
T7PwIqKUeKW4mMlO_-BnGQ,Customer_7404,2017-03-04 16:52:55,⭐⭐⭐⭐⭐,,Uptown,Tavern,69.32,3.09,4.5,2,65+,,Mixed
sdC3uA0KMPDtY20nkpcBOA,Customer_4739,2014-05-26 23:04:47,⭐⭐⭐⭐⭐,"I am now obsessed with Tavern. I'm from out of town and was just in for the weekend, but it was the best meal I have had in awhile (the smoked salmon Benedict w the hash). The hash was unreal! Everyone loved their meals, as well as the great drink specials (buy one get one). The sangria was great on a Saturday morning patio and our server Melissa was so so sweet! Amazing service plus an amazing personality and delicious food. I wish I lived in Nashville so I could eat here weekly. Enjoy it! Cheers!",Uptown,Tavern,35.98,3.37,9.4,2,26-35,Non-binary,Other
SlRO6VnhpqQFWMKC-ZC3Pw,Customer_3402,2016-03-19 12:20:43,⭐⭐⭐⭐,"5/5 drinks. 
5/5 food. The burger was so delicious, I'm glad I went with our server's direction. The Tuscan fries were an interesting side and the parmesan and red pepper was a great way to make it unique. 
3/5 the wait. You can get drinks at the bar while you wait, which helps soften the wait time, but be prepared to wait multiple hours on a popular night especially if you come at peak times with a group of people. 
5/5 service.",Uptown,Tavern,54.57,11.74,21.5,1,65+,Male,Asian
F0QILcuyjSrTAP_PxLlWCg,Customer_4247,2012-07-16 15:44:10,⭐⭐⭐⭐⭐,,Uptown,Tavern,86.85,21.21,24.4,6,18-25,Male,Native American
8MZmHIPivJvqHyegz4NDuw,Customer_4277,2017-12-30 16:07:30,⭐⭐⭐,"The pork chops were delicous. Yummy burger. Good beer and cocktail selection, nice decor. It was busy when we were there, so a little loud.",Uptown,Tavern,71.86,15.73,21.9,1,46-55,Non-binary,Native American
vSbBX6vSSB0ozgmfkfO3Hg,Customer_5713,2018-02-02 00:41:35,⭐⭐⭐⭐,,Uptown,Tavern,20.49,3.77,18.4,2,65+,Female,
pGi6yIxsOorhHhNmPZyotg,Customer_7362,2018-06-19 22:36:37,⭐⭐⭐⭐⭐,Food and service was great! Try the BLT and the egg rolls! The drinks are so good as well.,Uptown,Tavern,38.44,7.43,19.3,2,46-55,Prefer not to say,Caucasian
F7J9_AaIhHaf9vYenxuO3g,Customer_5112,2017-12-16 00:36:24,⭐⭐⭐⭐,Great spot to come to if your in Nashville. The have one the best drink deals you can find on thursdays and Saturday's and Sunday's. Food is okay.,Uptown,Tavern,24.08,4.59,19.1,2,26-35,,Caucasian
9chZYiGTTrkRaHZQxg__FA,Customer_8021,2016-10-02 03:21:25,⭐,,Uptown,Tavern,18.71,2.72,14.5,2,46-55,Non-binary,Mixed
MHkuq7PaK-xUYlYNDuwqDA,Customer_1323,2018-03-06 03:45:51,⭐⭐⭐⭐,Tavern is a great place to grab a late night bite. The menu has a lot of variety. I really enjoy the kale salad and all their fries. The s'mores dessert is also really fun and unique! Definitely worth checking out if you're in midtown Nashville.,Uptown,Tavern,66.28,23.2,35.0,2,56-65,,Asian
vY06Ye_udeTHL6rfnSZfCw,Customer_1674,2018-03-16 02:38:20,⭐⭐,"Terrible wait (unnecessary), average service, above average prices, and excruciating wait for food. Find someplace else. There's lots to choose from.",Uptown,Tavern,49.22,10.14,20.6,3,36-45,,Asian
uWTEzKQTi_oI8-D8Fk07PQ,Customer_5379,2018-07-08 05:00:47,⭐⭐,Waited 1.5 hours in the bar next door to eat at this overhyped egg factory. Not worth it what so ever. Go to Hattie bs or princes and skip it.,Uptown,Tavern,26.23,3.26,12.4,2,46-55,Female,Asian
1ZKlc5k-elXZP-t6wGxNRA,Customer_6492,2015-10-11 05:26:05,⭐⭐⭐⭐⭐,Great atmosphere. Amazing burgers. The heart of Nashville in food. Would definitely come again and recommend to friends visiting Nashville.,Uptown,Tavern,80.51,19.29,24.0,2,56-65,Prefer not to say,Native American
d8mpKjDavAyepBoEwOHpwg,Customer_1176,2017-01-15 00:19:09,⭐⭐⭐⭐⭐,Short rib tacos ruled! The sweet potato fries were an awesome starter. Our server Lindsay was amazing. Kept our glasses full the whole time and checked up on us constantly! Good vibe and they had the game on which in the playoffs is always a good thing! I'd go back again! Maybe take mom and dad to this joint!,Uptown,Tavern,41.81,5.1,12.2,2,,Non-binary,Mixed
0BDU3JP1pp6kK_nKyJvfVg,Customer_7201,2014-11-14 17:05:22,⭐⭐⭐⭐,,Uptown,Tavern,39.6,6.31,15.9,2,26-35,Prefer not to say,Caucasian
S1lv3xiwjmltqRXv0rU51Q,Customer_4241,2012-07-19 13:56:38,⭐⭐⭐⭐,Got the turkey blt. Excellent! Service was a little slow but we weren't in a rush.,Uptown,Tavern,45.73,9.8,21.4,3,65+,Non-binary,Hispanic
BTVRwQ4qi-9P83MSOtsMEg,Customer_1052,2017-10-15 11:34:25,⭐⭐⭐⭐,Solid brunch spot! Got there at peak time and the wait was less than what they thought. In the interim we sat on the padded benches outside. The place was packed but they seemed to turn it over and get people in and out quick. The bazooka guacamole was very good but the star of the show was the chorizo gravy on the biscuits. The spicy chicken sausage is aptly named as it packs a punch. I love hot food so it was perfect for me. My fiancé said it was at the limit of her spice scale so normal people may find it too much. She has the pretzel pancakes which are pancakes with pretzels on top covered in syrup. It wasn't what we expected but was good. Something about biting into a pretzel and it not having any crunch doesn't feel right but that may just be us. The girl with us had the pain Perdu and couldn't finish it but said it was good. We will for sure make our way back here as we each tried to decide between 3 different dishes so I look forward to having tried them all.,Uptown,Tavern,76.83,19.34,25.2,2,26-35,,Mixed
kVPUow1BON0KfPzndxW57w,Customer_5389,2018-07-09 00:09:28,⭐⭐⭐⭐⭐,I literally had the best grilled salmon of my life here! This place is amazing. The food is extremely good. My husband had chimichanga and he is also very happy  with his food. The service was great too. I can't recommend this place more!,Uptown,Tavern,51.89,7.18,13.8,4,46-55,Non-binary,Asian
JEznrmADZ6HgxUwggBW0Ww,Customer_1262,2018-05-20 13:15:26,⭐⭐⭐,"Let's start off with positives, on a Saturday night around 8pm we didn't have a wait and the restaurant looked very nice an upscale sports bar basically. The service was good and the server was very attentive until the end when we wanted our check.

I ordered the fish tacos. The tacos were extremely small and did not have a lot of fish or anything else. We ordered the buffalo cauliflower which was very good. We also ordered the chicken skewers which tasted average but once again a smaller portion. Somebody else at the table ordered the Tavern burger which looked really good (even though they forgot the bacon), she said it was delicious.",Uptown,Tavern,36.8,8.55,23.2,3,18-25,,Asian
vdk9BIqgbcQDkWQPwbBoMA,Customer_7726,2015-05-31 20:05:57,⭐⭐⭐,"Cute restaurant and great location. Service was poor. Waitress took 15 minutes to greet us and get our drink orders. Would have been okay, but she had slight attitude the rest of the night and made us seem more like a burden. Food was good. Not great, but good! Also, it was uncomfortably chilly, so bring a jacket.",Uptown,Tavern,43.21,10.01,23.2,3,36-45,Female,
eX9N0rLvcfgrOo34hvDQRQ,Customer_5291,2014-02-12 21:35:12,⭐⭐⭐⭐,The kale salad is life changing. This restaurant is a bit pricey but it's such a good go-to spot that I can't really complain. I haven't had the brunch but I've heard it's delish. The sweet potato fries are good too but share them!,Uptown,Tavern,60.5,11.9,19.7,4,46-55,Male,Other
ixQL38jMU5o0l45m13PWSA,Customer_2349,2015-10-17 19:51:53,⭐⭐,,Uptown,Tavern,12.94,1.44,11.1,1,46-55,Non-binary,Other
ii395UGz-QQyvcCNCJCDIg,Customer_8657,2015-03-18 20:14:03,⭐⭐⭐⭐⭐,"Oh hell yeah!!  Came in for a simple burger and fries.  

Great food! Even better service!  

Will definitely be a stop on any trip to Nashville.

Make sure you try the Tuscany fries!",Uptown,Tavern,20.62,2.63,12.8,2,46-55,Female,Other
ve34O0LAyheEh4Txtq5VYQ,Customer_2100,2013-10-31 16:35:09,⭐⭐⭐⭐,"Went to Tavern for brunch on Saturday morning and fell in love! We got there a few minutes before 10, when they open, and were seated right away. This is definitely the way to do it, because 30 minutes later, there was already a long wait. I ordered the Singapore Stir-Fry ($9.50) and was totally happy with it. Rice stir-fried with bacon and green onion, with a perfectly cooked over-easy egg. My only complaint was that it was a little bit on the salty side, likely due to the stir-fry sauce combined with the bacon. But if you're okay with salty food, I would definitely recommend it! I cannot wait to go back to Tavern and try other brunch menu items because everything on the menu sounded so delicious and creative!",Uptown,Tavern,109.8,17.18,15.7,3,36-45,Male,Mixed
NixE0NEmzbOF81uRQIUkag,Customer_1549,2015-04-05 03:26:58,⭐⭐⭐⭐⭐,,Uptown,Tavern,49.61,0.0,0.0,4,46-55,Prefer not to say,African American
fwQV8AisKOza40TYkGQS3w,Customer_9470,2015-09-03 00:28:46,⭐⭐⭐⭐⭐,"Just stopped in for drinks. Staff was great, never felt rushed. Food passing by smelt and looked awesome. May be coming back tomorrow.",Uptown,Tavern,37.19,7.4,19.9,4,18-25,Prefer not to say,Other
ea73hriHkIawR9OLYQB-Zg,Customer_6952,2013-02-22 17:10:23,⭐⭐⭐⭐,"Good: The food was fantastic. We had a large group (10+) and came here for brunch (and drinks, natch). I had the eggs benedict with short ribs, and loved it. From what I can tell, the rest of the group all enjoyed their dishes as well, from the fried rice breakfast dish to the nachos to the AMAZING peanut butter pancakes. As a starter/side, do not under any circumstances pass up on the ""white trash hash"" - hasbrowns with white cheddar cheese. YUM.

Bad: The wait was ludicrous. Yes, it was a Saturday, and yes, we had a large group, but Christ Almighty. We waited at the bar (standing room only) for over two hours before being seated. Even if we had split into smaller groups, without a reservation, the wait time would've still been close to an hour and a half. Yikes.",Uptown,Tavern,67.53,13.28,19.7,2,46-55,Male,Mixed
G_hGOr7cjzHnwHHKPEvtcA,Customer_4733,2013-04-13 05:19:34,⭐⭐⭐⭐,,Uptown,Tavern,67.96,12.51,18.4,4,46-55,Non-binary,Other
n0_nlhJ1PPvg6TqSWruC4Q,Customer_8209,2018-03-07 01:46:46,⭐⭐⭐⭐⭐,"Absolutely awesome menu, the beer selection was fantastic and most importantly, Emily did a fantastic job taking care of us. I had the pork chop and loved it! Others at the table had the chimichanga, the Son of a Brown Bag and the Loco, all very well reviewed. Highly reccomend this place that's in a great area of town.",Uptown,Tavern,19.13,3.07,16.0,2,18-25,Prefer not to say,
Z_3i08PB4aHIoyJL_HEfHg,Customer_2970,2017-05-02 00:56:49,⭐⭐⭐⭐⭐,,Uptown,Tavern,21.13,2.96,14.0,2,26-35,Female,African American
HE-3yMTdwlrXxcw-JJXgRw,Customer_8788,2018-03-18 22:14:11,⭐⭐⭐⭐,"I waited a couple days before rating to try to be fair. This place was recommended and hyped separately to me and my husband in transit and upon arrival to Nashville. We expected a lot. 
The service was great. We sat at the bar, both bartenders and food service were polite and attentive. Drink selection and quality and price seemed good. The food is another story. It is over priced and over hyped by reviewers.
My husband had the OZ pot pie. Even with a healthy dose of the curry sauce, it was dry. And plain, could barely taste the curry. I had korean short rib tacos. Nothing korean about them. I tasted sriracha and soy sauce. Isn't  Korean about gochujang? Meat was dry.  The fries are house cut, plentiful and phenomenal. But the rest of the menu is overpriced ignorance.",Uptown,Tavern,27.92,11.17,40.0,2,36-45,Male,Caucasian
qoeHxf8mW1wZxAHhOsJmAw,Customer_8407,2015-11-08 20:52:20,⭐⭐⭐⭐,,Uptown,Tavern,58.31,10.23,17.5,4,56-65,Prefer not to say,Mixed
TqBseui1uj8S9CyQ1J55dg,Customer_1764,2015-07-09 15:55:40,⭐⭐⭐⭐⭐,"This place is amazing! In every way! Great location, great ambiance & atmosphere. The people there, especially our bartender Sarah, were super nice and helpful. She was great! But.... the food. Oh wow the food. Best burger I've ever had ever! If they ask you if you want to upgrade your fries to he seasoned ones (for a mere 50¢) say YES YES YES. Those things are sprinkled with crack, I swear. So good. And the garlic aioli is no joke. The beer list is awesome. Lots of local options. And 2-4-1's on Wednesdays of things like Jack Daniels, other liquors, wine, and some mixed drinks (libations). great place! We'll be back every time we're in Nashville.",Uptown,Tavern,41.23,6.88,16.7,2,,Female,Other
--yprFLq4gQcfY87SX9z8A,Customer_3771,2014-05-12 16:03:53,⭐⭐⭐⭐⭐,"We went here for dinner last night with our Yelp Elite spring break friends and the food was great. I ordered a burger medium well with white cheddar, and I substituted for the Tennessee sweet potato fries with the garlic aioli which were fantastic.

My friend got a Jalapeño-infused strawberry margarita, which was yummy, as well as the chimichangas, which were also very good. The chimichangas were soft, rather than deep fried, which was interesting.

I will say that they don't do any happy hour specials here, which was disappointing. I got an angry orchard cider in a can, which I had never seen before because usually I get bottles, and it was $5.50 which is a little expensive.

Food was great though like I said, and food prices were reasonable.",Uptown,Tavern,54.03,12.62,23.4,4,65+,,
kgnwwMBg1O0Y9Ty951_Lig,Customer_1394,2017-12-16 15:29:13,⭐⭐⭐⭐,,Uptown,Tavern,43.13,12.21,28.3,4,36-45,Non-binary,Caucasian
_mszOYlLvQN8_xsk7D7r0w,Customer_5959,2017-09-10 13:58:13,⭐⭐⭐⭐⭐,,Uptown,Tavern,48.7,8.76,18.0,5,26-35,Male,
fAZ3e6jOEseEBYJOn8m8zw,Customer_7923,2017-08-10 23:37:18,⭐⭐⭐⭐,Was not too much a fan of some of the food. The Lamb was not lamb have no clue why it was.  However the staff is very nice and the drinks were great.,Uptown,Tavern,44.74,8.72,19.5,2,,Male,Other
pGi6yIxsOorhHhNmPZyotg,Customer_7670,2018-06-19 22:36:37,⭐⭐⭐⭐⭐,Food and service was great! Try the BLT and the egg rolls! The drinks are so good as well.,Uptown,Tavern,103.57,20.15,19.5,3,26-35,Male,Hispanic
3ZrmT7chVxeSq7HUeVCVhA,Customer_1242,2011-08-28 03:27:18,⭐⭐⭐⭐,"Yum! Mussels are excellent---get extra bread for dipping. Order small plates and share to try lots if items. Kale salad is very good but a small is enough for two people to share since the flavors are unique --- good balance among Parmesan, citrus and cranberries. Guacamole is indeed yummy and lobster hush puppies are a great twist on soul food. Jalapeño ketchup has a nice kick. Shortrib tacos are good, dependable food. They won't knock your socks off, but you won't be sorry. Drinks: 1920 is a little more bitter than I anticipated, but still good. Existentialist is very refreshing as a summer drink.",Uptown,Tavern,15.33,4.03,26.3,4,,,African American
eUD5trbjAnxVeJFVQcFP7w,Customer_9338,2015-07-05 00:35:46,⭐⭐⭐⭐⭐,,Uptown,Tavern,32.85,5.64,17.2,2,18-25,,African American
bVgotkqrJEinltwv__icwA,Customer_7859,2013-08-18 09:32:48,⭐⭐⭐⭐,"Not much to say that hasn't been said.  I had the burger, which I suspect they use truffle oil on, and it was very tasty, along with an order of the philly cheesesteak eggrolls (you only get 2 for 10 bucks).  My only critique of the food was that the eggrolls had this thick, doughy wrapping that reminded me of some of the really cheap egg rolls I used to eat at my high school cafeteria.  Pretty happenin' place, though.",Uptown,Tavern,24.83,3.11,12.5,3,,Female,Asian
EFEcTZKyxFLfG6R2w6UIvw,Customer_1099,2012-08-18 03:44:10,⭐⭐⭐⭐,"I've been to Tavern a variety of times since it opened and have had a lot of fun trying their dishes.  Really delish food and great atmosphere.

For brunch, my favorite would be the Singapore Stir Fry - yum!!  I also love their brunch drinks - my two favs are the Bellini Sparkle and the Blood Orange Mimosa

Lunch/Dinner: The Bucket of Mussels, Mahi Sandwich, and the Tuscan Kale & Parmesan Salad

Dessert: hands down the S'mores - had some out of town guests in recently and took them just for s'mores and drinks late night, and it was such a blast - I felt like a kid roasting marshmellows all over again but in a much classier manner :)

Late night weekends is also really fun at Tavern with the music, but definitely hard to hold a conversation with anyone if you are eating during that time.",Uptown,Tavern,67.88,11.49,16.9,5,,Non-binary,Native American
--yprFLq4gQcfY87SX9z8A,Customer_3584,2014-05-12 16:03:53,⭐⭐⭐⭐⭐,"We went here for dinner last night with our Yelp Elite spring break friends and the food was great. I ordered a burger medium well with white cheddar, and I substituted for the Tennessee sweet potato fries with the garlic aioli which were fantastic.

My friend got a Jalapeño-infused strawberry margarita, which was yummy, as well as the chimichangas, which were also very good. The chimichangas were soft, rather than deep fried, which was interesting.

I will say that they don't do any happy hour specials here, which was disappointing. I got an angry orchard cider in a can, which I had never seen before because usually I get bottles, and it was $5.50 which is a little expensive.

Food was great though like I said, and food prices were reasonable.",Uptown,Tavern,73.93,17.75,24.0,1,65+,,Asian
elqRpX9T3YwL07uLNtN3Bg,Customer_2427,2015-02-02 04:29:13,⭐⭐,,Uptown,Tavern,45.2,4.69,10.4,4,26-35,Non-binary,Native American
5U_B-wFhZiZ9SDqTglPFbQ,Customer_1315,2018-03-18 14:31:17,⭐⭐⭐⭐⭐,"We stopped here for lunch/dinner and wasn't disappointed.   We was seated and served drinks promptly. Had a difficult time deciding what to order cause everything looked delicious.  I ordered the brown bag meal.  Which is a thick cut grilled bologna and over-easy egg sandwich with homemade potato hips, with truffle oil.",Uptown,Tavern,64.31,14.72,22.9,3,36-45,,Other
phWrYKpwnfgh1P13O9mO0g,Customer_3943,2014-01-21 03:00:33,⭐⭐⭐⭐⭐,Jalepeno margaritas. Grilled artichokes. Mac and cheese. Amazing.,Uptown,Tavern,25.55,2.53,9.9,4,36-45,,
Sw1F45atmHECRc0hc7BpRQ,Customer_9691,2017-10-14 22:52:04,⭐⭐⭐⭐,"Tavern has a nice variety of healthy options. They have a large section titled ""yolks"" which consists of the many different and funky ways you can serve an egg (we had one with salmon in an omelette and it was delicious). We also had the ""trail mix"" which consisted of bulgur, quinoa, and other healthy perks... a great way to start the morning. 2/1 brunch libations - I would recommend the Cucumber Mary.",Uptown,Tavern,31.75,5.4,17.0,3,36-45,Female,Native American
D3nia5r9M1UMtQbthNRxVA,Customer_2234,2011-05-30 15:37:35,⭐⭐⭐⭐,"Tavern (used to be Lime, which has moved) is great! It is an M Street restaraunt, along with Whiskey Kitchen, Virago and (their ""crown jewel"") Kanye Prime steakhouse. First of all, I love the location. It's right on Broadway - near Patterson, 12th South, Red Door, etc. Second, it's trendy enough without feeling overly pretentious. I dig the layout - there are two outdoor seating area options (which we didn't do because of the cicadas), and the inside is very well done. There are TV's all over the place, the bar is stocked, and there is a decent amount of tables. Third, the service (for us) was very good. Granted, we went on the Sunday before Memorial Day - so it was relatively empty, but still. Our server was attentive, but not overly so where you feel like you couldn't enjoy your meal in peace. And forth, the cuisine. I would describe their menu as all over the place goodness. :) It's so varied, but it all sounds great. APPS: We've heard many good things about the guacamole, so we tried it: The Bazooka Guacamole - with avocado, goat cheese and pistachio. I liked the creaminess of the guac, but wanted more spice / flavor. Luckily for me there were three different hot sauces available labeled as X, XX, and XXX. Yum. (PS - there is also homemade BBQ sauce.) A lot of other app options sounded great, too. We'll probably try something else next time like the Lobster Hushpuppies or the Eggrolls. ENTREES: I was so overwhelmed with the variety on their menu, that last minute I went for the Tavern Burger with White Cheddar - and I switched the Belgian Fries for the Tennessee Fries (sweet potato with jalapeno ketchup.) . The fries were great, and the burger was one of the best burgers in N'ville. My husband was deciding between three completely difference options as well: The Basket of Fish, the Nachos with Pork or one of the Taco options. Like me, he ordered last minute and got the Pork Nachos. I doubt he would have if he had thought about it for even a second since we already ordered the guac which came with a bag of chips...but c'est la vie. They were delish. LIBATIONS: Some of their drinks were pricey, some were reasonable. Just be cautious when you order because your bill could add up quickly if you get the specialty cocktails... I got a $7 glass of wine, and my husband got a beer for $4.75. Comparing Tavern to similar places, it seemed okay to me. :) LATE NIGHT: From 11PM to 1AM they have a late night menu. WEDNESDAYS: 2-4-1's. I'll be returning to Tavern for sure.",Uptown,Tavern,90.58,21.6,23.8,2,56-65,Male,Other
LziEMdQo2jfSxlg0n_hVXQ,Customer_1091,2012-12-05 15:35:01,⭐⭐⭐⭐⭐,"Delicious! I had a burger and my wife got the eggs with short ribs, both of which we loved. For dessert we had an orange float, which we also quite enjoyed. The service was excellent, and the food was really quite cheap. Definitely worth a visit!",Uptown,Tavern,54.21,7.19,13.3,2,46-55,Non-binary,Asian
bI1cuNWVGabUUF-n0Kb3pw,Customer_9645,2015-05-30 03:18:24,⭐⭐⭐⭐⭐,The girls and I always go to Tavern for Sunday night dinners. Our favorite waitress Sarah Michelle delivers the best service. She knows our drinks and never steers us wrong on what to try to eat next. The buffalo cauliflower is so yummy but nothing compares to the S'mores for dessert.,Uptown,Tavern,28.59,2.18,7.6,1,,Male,Hispanic
kAIukFS_Y89PbmQ7Qh-FTw,Customer_3325,2016-09-30 23:50:10,⭐⭐⭐⭐,"Lots of good options in this area and the tavern is definitely one of them.  I came here for drinks one night and lunch during the day.   A bit of a wait for dinner so make sure you get a reservation if you can.

We got an appetizer - buffalo cauliflower.  It's slightly breaded and engulfed in buffalo sauce.  Good taste, but would've preferred to have it a bit crispier.  

Ordered the burger - cooked medium, lettuce, tomato, American (cheese is extra).  The fries were okay - comes in a little fryer basket.  The burger had a good sear on the outside and properly seasoned with salt.  

Good spot for food and drinks.",Uptown,Tavern,18.65,7.46,40.0,3,56-65,Male,Mixed
AujPDhPrIDBIbO7lcHkQnQ,Customer_1759,2018-09-25 20:39:34,⭐⭐,Truly not worth the wait. I've tried a couple dishes and nothing has been great- wouldn't really recommend. Almost everything I have tried has either been too dry or too salty. The ambiance is nice but it's pretty slow. The only good food item is their fries.,Uptown,Tavern,33.01,4.97,15.1,2,18-25,,African American
N0VzM4PsaMp9HLY2u9dBPw,Customer_4335,2014-04-21 03:51:31,⭐⭐⭐⭐⭐,"Gluten free menu!!!! Staff is kind and knowledgable. Food is DELICIOUS. Selection of wine is large, but not overwhelming. From the start to finish the Tavern was enjoyable. Tricia behind the bar was wonderful and a huge shout out to the server that's gluten free (I didn't catch her name!) and helped me with my food- you're the best! So so happy I came here. You made my night.",Uptown,Tavern,56.12,6.08,10.8,2,65+,,Caucasian
