review_number,guest_name,visit_date,satisfaction_score,feedback_comments,venue_location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
Cbxf9vtQNVzMoch3s_AKTA,Guest_4381,2012-05-30,4.0,"I had a good time at The Bricks of Ybor.  The service is really spot on and the quality of the food's pretty good.  I had the pulled pork sandwich.  It was pretty good.  Nothing memorable but what makes this place a four star place are the happy hour beer prices and the interesting art inside.

I loved the star wars art throughout this place and particularly loved the berpo and ern2d2 painting.

Friendly, fun crowd that looks like they're coming to a John Waters costume party.",Eastside,The Bricks,29.3,4.7,16.0,2,46-55,Prefer not to say,Caucasian
rno5BeYy-bMFKINk43MmNw,Guest_2570,2014-05-30,5.0,"It is definetly a place to bring your friends and chat. I love their different types of Peanut Butter sandwiches. Amazing! Not only that, but the inside environment is just so positive and provides inspiration.",Eastside,The Bricks,,5.4,14.7,1,18-25,Prefer not to say,Other
jrGMuHix2T4NvxVmR0yF_g,Guest_4638,2013-02-27,,"Great atmosphere, always a good variety of music playing, excellent food and an increasingly diverse drink menu make this possibly my favorite place in Tampa. The Bird and Pig could quite possibly be the best sandwich in the history of sandwiches! Chicken, bacon, Brie, agave on Hawaiian sweet bread....yum! Also, try Root Down on the drink menu. Tastes exactly like Root Beer!",Eastside,The Bricks,33.03,6.85,20.7,5,,,Mixed
L35Awd7K5slzNlEAI6H8xQ,Guest_9915,01.04.2016,4.0,It's a beer pub so don't go to eat a meal. Beer was great but not all of them were available at the time I visited [April] so....??,Eastside,The Bricks,16.64,5.82,35.0,3,,Female,Native American
PJv1iTOgQTS0Aan6_UAZnw,Guest_9193,10/31/2013,4.0,"Food was delish. 

Stopped before a concert at The Ritz, it is just a block away and the perfect stop for reasonably priced fresh, healthy-ish meal before you wreck your liver.

BFF had the Bird and Pig, she loved it.  I had the Blackstar Bean Burger.  It was spicy which in my opinion was perfect.

The drinks are pricy, but well crafted.

Our service was meh.  A little slow, but we received the correct order and were informed of specials and what they were out of before we decided.

I will totally be back next time I am in town.",Eastside,The Bricks,,5.05,17.2,1,,Female,Other
jrGMuHix2T4NvxVmR0yF_g,,2013-02-27,5.0,,Eastside,The Bricks,17.39,3.79,21.8,2,36-45,Prefer not to say,African American
RNtIj-FjLZFmGAp2Wy607A,,05.12.2012,,"I went to this place for the first time last Saturday. I just wanted a place to grab some brunch that had mimosas and my friend suggested here. Boy am I glad she did!

Besides the crazy run in with a hard core group of strangers doing a running/fitness challenge, the staff there was really really friendly. Our server was very friendly and he even gave us free Appletinis on him!

I had the deluxe grilled cheese and it was really really good. 

The decor was awesome and I'm definitely going back and bringing friends!",Eastside,The Bricks,16.59,0.0,0.0,3,,Male,Other
BCLvpd08Ci4Tcq-fIRhZdA,,2017-08-08,2.0,,Eastside,The Bricks,9.79,0.0,0.0,6,46-55,Female,Hispanic
FWWE8HkUu42FgIfi2_FI-w,Guest_9699,02.01.2013,,,Eastside,The Bricks,6.28,1.41,22.5,2,36-45,Male,Asian
zbaEspWboOPPonKjB4jbWA,Guest_9609,06/29/2012,4.0,"A couple of nights ago the Tampa Bay Lady Bloggers met at The Bricks for our monthly book club meeting. The staff was very welcoming and was happy to push together several tables for us. Our server was so nice and helpful and cheerfully took a group photo for us (annoying bloggers). The ""hole in the wall"" atmosphere at The Bricks is fun and eclectic, with local art for sale lining the walls. I loved the laid-back, hip feeling of the place. I had the ""brick,paper,scissors"" martini and it was so refreshing and deliciuos that I had to get a second with my entree. The table shared an order of the ""bricklayer"" nachos and they were okay, but the house-made salsa on the side was out of this world. For my entree I got the ""bird and pig"", based on so many great Yelp recommendations. It did not disappoint with thick, crispy bacon, sweet apples and agave nectar, tasty chicken and delicious pressed ""sweet"" bread. I almost caved in and got the Ahi tuna BLT because it looked so good on the menu...I'll definately be back and try that next time to compare. Thank you Bricks for hosting our meet-up. See you again soon I hope! My blog post about our meeting at The Bricks is here: http://carolinecalcote.com/2012/06/28/tampa-bay-lady-bloggers-book-club/",Eastside,The Bricks,9.68,1.73,17.9,4,,Male,Native American
s9dqqPMdKO3QdJ5s7lrt3g,Guest_1428,11/28/2016,,,Eastside,The Bricks,,4.88,35.0,1,,Prefer not to say,African American
NVGknCokupO-YGnK8vI5Kg,,22.04.2014,4.0,"Excellent service, trendy yet comfortable atmosphere, and very nice food. About half the items we requested weren't available b/c they're transitioning to a new menu.",Eastside,The Bricks,29.58,6.69,22.6,3,,,African American
dFgGps6gQQbWoKOR60X72w,Guest_6373,03/02/2012,5.0,"My friend and I visited Tampa for a concert, and about ten minutes away from the Atlanta airport he realized that he had purchased tickets for the wrong day. We had already made hotel reservations and bought the concert tickets, so he just had to pay same-day price for airfare: all in all about $800 more. ""It was totally worth it,"" he later told me, ""Because I got to have the best sandwich of my entire life."" All because we randomly picked the Bricks of Ybor from Yelp. I can't vouch for the peanut butter or meatless menu, but the meat sandwiches that we bought were absolutely phenomenal. I had the pulled pork, which was flavored with ponzu and served on Hawaiian sweet bread. It was one of the best meals I've had in a long time. We spent a few hours hanging out and drinking, during which time Brian, the owner, came out and talked to us, comped us a drink, let us try new appetizers he was developing (all for free) and generally made us feel really welcome. I kept my eyes open to the kind of crowd that came in and out of the restaurant. It seemed to draw everything from hipsters to geriatrics and strait-laced families with young kids. I think it speaks to both the diversity of the menu and the pleasant environment. We went back for drinks before and after the concert. It got very crowded but we still received excellent food, drinks and srvice. I give this restraunt my strongest recommendation, and it's the first place I'm going when I next visit Tampa.",Eastside,The Bricks,32.9,5.79,17.6,4,18-25,Non-binary,Asian
Y95YeYL9jxYcdkQgsTNzNg,Guest_4845,11.09.2017,4.0,,Eastside,The Bricks,25.65,5.25,20.5,3,56-65,,Other
svHZLGNpGq3BvqCkeKI56g,Guest_3845,2017-01-29,1.0,"We waited an hour for our food.  No coffee refills the entire time.  We saw our food souring in the window for 20 minutes.  When we finally left the server said it couldn't be helped.  No apologies, no service, no food, no tip.",Eastside,The Bricks,34.74,6.03,17.4,5,36-45,Prefer not to say,Asian
11LaR_wnmQpNf7fD6d6n1Q,Guest_6988,12.11.2014,4.0,,Eastside,The Bricks,,3.95,22.8,1,36-45,Non-binary,Asian
ELbCs-aC8mAxrAEu36Hihw,,10/13/2014,4.0,,Eastside,The Bricks,19.25,1.87,9.7,3,18-25,Prefer not to say,African American
miIwXNa5O-ILZaN_S3EH2g,,2014-02-24,4.0,,Eastside,The Bricks,19.66,3.82,19.4,2,26-35,Female,Asian
asr6SiNjIrpTrGwMeBp9Pg,Guest_6118,07/03/2015,5.0,"Great environment, good assortments of beers, funky people, board games, chill vibes, Monday Game nights and random parties, outside patio, great coffee, try liquid heroin coffee, one of my favorite places in town",Eastside,The Bricks,77.72,19.83,25.5,2,,,Asian
zbaEspWboOPPonKjB4jbWA,,06/29/2012,4.0,,Eastside,The Bricks,12.47,2.65,21.3,4,46-55,Male,Asian
X6J3JHd9uD5MhSL-dIVynQ,Guest_2916,02/27/2013,,My 2 favorite guy friends and I came here for Valentine's Day this year! I love everything about this place.  Every time I have visited there has been a friendly/diverse crowd and good music. I really like the atmosphere and the local artwork that is displayed throughout the restaurant. I highly recommend the brick layer nachos! My friends and I ate every bite and I honestly will most likely order that as my meal next time. The night we visited they had 50% off bottles of wine and after splitting the cost with one of my friends it was only $7 (need I say more?).  I ordered the brick layer salad with tuna for my meal. I ordered something lighter due to my massive nacho intake and the salad was good but it was similar to a house salad you can get anywhere. They have a very eclectic menu and next time I will probably try one of the many grilled cheese sandwiches listed on the menu. I will definitely be back!,Eastside,The Bricks,19.08,3.61,18.9,2,36-45,Male,African American
pOilCvNQPufxgGMlpFe44Q,Guest_6184,11.10.2010,,"The Bricks completely lives up to the hype. Don't leave without trying their amazing Basil-infused lemonade!

Really chill cafe-like vibe, with a creative comfort food menu (peanut butter sandwiches!), and full table service.

In a few weeks they will be opening a quiet ""study hall"" space for laptop lurkers, making this a killer telecommute/study spot.",Eastside,The Bricks,25.21,3.92,15.5,4,65+,Non-binary,Caucasian
nWXxee5pTo9vvnbB6ir-4g,Guest_1190,2016-06-24,3.0,"First of all I would like to say this is a pretty cool place. They have a great selection of beer and booze. The bartenders were very attentive and made awesome drinks. I was there on a Thursday night with a wedding party of about 12 people and we were having a great night. This is where I would love to end this review because based on the atmosphere and bartenders, this is a really chill place to hang out in ybor. Unfortunately, there is more to the story. Later in the night, the bar started clearing out. The only people in the bar were myself, the wedding party I was with, the bartenders, and 3 other people. That's it. We (the wedding party) thought it would be fun to do the wobble and since the DJ was playing hip-hip anyway, we figured that it wouldn't be an issue to request that he play the wobble. After All, there wasn't many people in the bar anyway. Upon requesting to the DJ that we would like him to play the wobble he proceeded to respond with statements like ""I refuse to play that song"" ""I don't like that song"" ""I'm not a jukebox"". After briefly sharing our differences of opinion, I went to the bar to get a drink. At this time the DJ also walked up to the bar as we were kindly telling the bartender that they might want to reconsider their DJ choices because he was more concerned with what he wanted to hear, rather than what the patrons of the bar wanted to hear. Upon sharing our opinion with the bartender, the DJ butts in again to express that ""I'm the DJ, and I'll play what I want to hear"" that irritated me and I got a little heated. The bartender proceeded to cut me off because I argued with the DJ. I totally understand that, the bartender did the right thing there to calm down a situation. Point of my long story is, I really hope this place reconsiders their DJ choices in the future. They need someone that will play what the patrons want to hear and not what he wants to hear. Maybe that's just my opinion, but I feel that I make a strong case considering that by the time it was all said and done, our party was the only people in the bar. So, instead of 5 stars, I'm marking it a 3 based on the DJ alone.",Eastside,The Bricks,17.95,4.25,23.7,4,,Non-binary,Other
0XuENPl2FwekIfu9M-1jDw,Guest_6976,09/03/2018,1.0,,Eastside,The Bricks,,4.09,25.7,8,18-25,Prefer not to say,Other
L35Awd7K5slzNlEAI6H8xQ,Guest_7166,2016-04-01,4.0,It's a beer pub so don't go to eat a meal. Beer was great but not all of them were available at the time I visited [April] so....??,Eastside,The Bricks,,6.73,17.6,4,18-25,Male,Other
GsLZMdhl4PB0hqtQY9nK0Q,Guest_8271,15.04.2015,,"How can you not like this place? Fresh water upon arrival followed by healthy food with a twist. The service has always been exemplary so no complaints there. This is one of the few joints in Tampa that can appease an array of crowds - hipsters love the decor, drink selections, etc.; geriatrics enjoy the healthy food portions, friendliness, etc.; and out-of-towners relish the overall uniqueness of the place. This is beyond highly recommended.",Eastside,The Bricks,17.7,3.63,20.5,5,,Non-binary,Caucasian
77SVp08MVwzf7CP9vviZgw,Guest_9080,2012-07-22,3.0,,Eastside,The Bricks,37.13,6.2,16.7,2,65+,Non-binary,African American
TU-0T2GWAAW4GBI68LNt-A,,2016-05-07,3.0,"Wanted to try the pig and bird sammich but when I got there I decided on the Pacific Rim. The Asian slaw and bbq theme was too much to pass up. I thought the sandwich was really good and had a nice balance to it. I got chips and queso as my side but with this sandwich fries would have been the go to. They don't have fries so you'll have to choose something else. 

Service at the bar was really good, there were multiple people that helped me during my meal. One thing is they were out of three of the beers I wanted right off the bat. 

Pretty cool vibe in the place and people just hanging with friends having drinks and food.",Eastside,The Bricks,26.15,5.71,21.8,2,65+,,Asian
eNHgYkJwmuM0Gg42AL6V6Q,Guest_5310,2017-01-31,1.0,"If you're immune to salmonella poisoning then this is the perfect place for you! Very overpriced, minimum effort in providing authentic food NOT out of a can. They undercook the chicken and it taste like refrigerator. Please don't waste your hard earned cash on half assed food. Unless you just want drinks and a good time with friends, don't come here.",Eastside,The Bricks,17.17,3.62,21.1,2,36-45,,Native American
79szQCU8GqpMZYtRX2rKvw,,11/07/2017,3.0,"This is more of a drinking place than dinner. I didn't enjoy dining here at all, the service was slow and the acoustics of the place made It impossible to have a conversation. The veggie cubano was pretty good and the drinks were strong though.",Eastside,The Bricks,,1.8,16.6,2,65+,Prefer not to say,Native American
UmA-9d4M4x8F5UKkVCAjEg,Guest_1876,19.01.2015,5.0,"Great atmosphere and service, food and drinks were excellent. Everything was fresh.  Bird and the pig sandwich was delicious, also the pacific rim. Will return soon.",Eastside,The Bricks,15.17,2.29,15.1,2,46-55,Male,Asian
ylcQSUvE8VHikFz_gWIWWQ,Guest_2463,19.08.2017,,,Eastside,The Bricks,,7.28,17.7,3,,Male,Asian
t6OmnU6qlaPS2BzDnMS28w,Guest_9558,05/20/2018,5.0,"My favorite drinks place to imbibe before a show in Ybor. Kyle is spot on every time with what is seemingly the exact thing I want before I even know it. Also, the nachos. Trust me!",Eastside,The Bricks,23.02,5.07,22.0,3,65+,Male,
3FfhPCMT5T2e369qqYfV7g,Guest_5252,10.09.2015,4.0,"The Bricks has a super cool vibe. I've visited multiple times for dinner and once for drinks. I'm always impressed with their sandwiches and other food. Normally everything is very fresh and tasty. They have a good sized line up of craft beers most of them local to the area, which is something I'm always looking for. 

It's sort of a dive-y location on the outskirts of the main part of Ybor. Late night they have a small menu of appetizers/small plates and have a DJ. It's clientele leads to some awesome people watching. 

All in all, definitely worth a try. It's not super fancy, so it's perfect for a casual dinner or a new place to try to grab a beer (there's a full bar as well).",Eastside,The Bricks,14.88,4.14,27.8,3,18-25,,Hispanic
BceKC7jAlfmF6C-z-OTflQ,,2017-08-19,4.0,"I went there for dinner while in the Tampa area and had a great meal. They have multiple Vegan and Vegetarian options, while also having a full bar with Guinness. Very unusual across the good ole USA. The place is in an interesting area, which seems it could be a little rough in the dark, so if you go, I would recomend going during the light hours. The bartenders are really nice, and helpful with picking a good dish.",Eastside,The Bricks,13.96,3.06,21.9,4,26-35,Non-binary,Hispanic
Cf3QB0VEbdWFq94tZcWgTQ,Guest_2142,2017-11-10,5.0,"They seem to have expanded their menu or, I'm just imaging that and actually gave them another chance. Good beer selection. Great ambiance. More hip than some of the other bars. Accommodated my large party.",Eastside,The Bricks,28.56,5.97,20.9,1,,Prefer not to say,Mixed
X6J3JHd9uD5MhSL-dIVynQ,Guest_3389,2013-02-27,4.0,,Eastside,The Bricks,,9.29,18.1,2,,Male,Other
C5VBfvKrFBGl7uhEONk8OA,,09.02.2017,5.0,"Great bar/café! Such a great place to hang, inside is beautiful and outside you can hear nice music while having a coffee and a cig! Definitely coming back! Loved it",Eastside,The Bricks,14.38,2.76,19.2,2,56-65,,Mixed
79szQCU8GqpMZYtRX2rKvw,Guest_7404,07.11.2017,3.0,,Eastside,The Bricks,58.17,9.49,16.3,1,18-25,Prefer not to say,Native American
pOilCvNQPufxgGMlpFe44Q,,11.10.2010,5.0,,Eastside,The Bricks,15.39,2.34,15.2,2,18-25,Non-binary,Native American
ylcQSUvE8VHikFz_gWIWWQ,Guest_4666,08/19/2017,5.0,,Eastside,The Bricks,,1.72,11.2,3,36-45,Prefer not to say,Asian
PJv1iTOgQTS0Aan6_UAZnw,Guest_8922,2013-10-31,,"Food was delish. 

Stopped before a concert at The Ritz, it is just a block away and the perfect stop for reasonably priced fresh, healthy-ish meal before you wreck your liver.

BFF had the Bird and Pig, she loved it.  I had the Blackstar Bean Burger.  It was spicy which in my opinion was perfect.

The drinks are pricy, but well crafted.

Our service was meh.  A little slow, but we received the correct order and were informed of specials and what they were out of before we decided.

I will totally be back next time I am in town.",Eastside,The Bricks,41.77,6.83,16.3,3,56-65,Non-binary,
ELbCs-aC8mAxrAEu36Hihw,Guest_6287,10/13/2014,4.0,"Cute place, got there too late to eat,the drinks were good though, they have fresh ingredients and crushed ice!only bar in ybor I've seen with fresh things and a wide selection of booze",Eastside,The Bricks,36.03,9.79,27.2,8,36-45,Non-binary,
79szQCU8GqpMZYtRX2rKvw,,2017-11-07,3.0,"This is more of a drinking place than dinner. I didn't enjoy dining here at all, the service was slow and the acoustics of the place made It impossible to have a conversation. The veggie cubano was pretty good and the drinks were strong though.",Eastside,The Bricks,17.96,4.07,22.7,2,,,
rPf97Sb-wcMOJ1XBO8M9EA,,27.06.2018,5.0,,Eastside,The Bricks,13.38,2.09,15.7,1,,Prefer not to say,Mixed
dYKjSQ9ITqPgzkyglOGrJQ,Guest_9492,04/05/2018,,1st time we've tried The Bricks. So yummy!!! I had the Blackened Shrimp Salad and my husband had Sammy Tuna. We both loved every bite. Looking forward to eating there again.,Eastside,The Bricks,13.49,1.71,12.7,6,,,
cyVCkTAFWVqZnTPJfS2IUw,Guest_6804,2013-05-08,3.0,"We came here on a bustling Saturday. Needless to say, Bricks of Ybor was vacant. A few people were at the bar and some people were sitting outside. The service was subpar and the bartender must have had the worst day of her life. She hated everyone who asked to close their tab. Oh well. 

I should put a disclaimer that I hate Ybor. It brings me nothing but sorrow.",Eastside,The Bricks,22.32,4.06,18.2,2,,Prefer not to say,African American
11LaR_wnmQpNf7fD6d6n1Q,Guest_3816,11/12/2014,4.0,I love this place. Everything I've had seems really fresh. The hummus is really tasty and the ambiance is nice and relaxed.,Eastside,The Bricks,,1.17,15.6,2,46-55,Male,Hispanic
IgVIc163TZ4xbJqfUKdnRw,Guest_7246,2015-10-21,5.0,,Eastside,The Bricks,17.68,2.18,12.4,2,46-55,,Caucasian
ss4LSp-dCCuhpxDrRH_GLQ,Guest_3010,10/28/2011,5.0,"I walk in, and they're playing the greatest hits of De La Soul throughout lunch. They could have been serving Big Macs and that gets you four stars alone. 

I order a grilled cheese sandwich, and it comes with apple, plums, and bacon on some delicious bread with tortilla chips. And it is sublime. The cheese is perfectly melted, and the goodies inside are covered in wonderful gooey dairy greatness. 

I order a cafe con leche while getting some work done on my laptop. It is flawlessly prepared by a lovely server, and I'm a coffee snob. And if I didn't get buried in work stuff, I was jonesing for one of those half-price martinis they serve on Thursdays.

Wonderful atmosphere (the skatepark staff makes it friendly and fun), great food, delicious coffee, a full bar, and lots of different options. This place is a total home run, and a can't miss for anyone in Ybor.",Eastside,The Bricks,,2.07,16.3,2,65+,Male,
ELbCs-aC8mAxrAEu36Hihw,Guest_4435,10/13/2014,4.0,,Eastside,The Bricks,13.08,1.5,11.5,1,18-25,Female,Mixed
Cbxf9vtQNVzMoch3s_AKTA,Guest_9504,05/30/2012,4.0,,Eastside,The Bricks,23.25,4.13,17.8,2,,Prefer not to say,Hispanic
ELbCs-aC8mAxrAEu36Hihw,Guest_9139,10/13/2014,4.0,"Cute place, got there too late to eat,the drinks were good though, they have fresh ingredients and crushed ice!only bar in ybor I've seen with fresh things and a wide selection of booze",Eastside,The Bricks,31.47,6.3,20.0,1,46-55,Female,African American
R_A16STMTt2oZGmpH0R0lA,Guest_6071,09/12/2012,3.0,"We went at a slow time on a weekday afternoon for a late lunch because we were all wanting sandwiches. So between us all we had: the Bird & Pig, BBQ quesadilla, ahi BLT, clubhouse and kids pbj. All the sandwiches were great! Service was a bit slow though. If I was in the area again I may try again but I would not go out of my way to eat here.",Eastside,The Bricks,22.93,4.1,17.9,4,18-25,,Native American
OgVW9QTtF4aAHFTTc0x2rA,Guest_2073,22.02.2013,3.0,"I had high expectations when I went to this place recently after some recommendations from friends.  We visited on a night when there weren't very crowded so it was nice to be able to have such an attentive waitress and service.  I was a bit disappointed when I didn't find as much on the menu as I would have liked to have seen that would appeal to me.  I guess I have become very picky with my Yelp addiction in terms of scrutinizing every establishment I go to pretty thoroughly.  

I ordered the hummus appetizer for the table and was very pleased at the quality of the dish.  For my entree I ordered their Bricks Salad which had plenty of fresh produce packed in.  I ordered a double portion of chicken for it, which still seemed pretty skimpy especially since I was charged for that request.  Overall, I'd say this is probably one of Ybor's lesser known spots as its more on the western edge of the main strip, yet it seems very lively and upbeat.  I did like that they had featured lots of artwork by various local artists that were on display and offerred for sale.  Not a bad place to hang out and have a drink if you're looking for a lower key outing in the Ybor area.",Eastside,The Bricks,24.19,5.19,21.5,4,56-65,Non-binary,African American
NYilSGDWsYrFnB2EpDRMFA,Guest_4706,04.02.2018,2.0,"My wife and I have visited twice, and another time with friends. While we like the food and beer choices, the service is inexcusably very slow. We visited on a Saturday afternoon around 5:00 and the place was only 1/3 full. Took a while for our server to greet us, arrived just when we were about to get up and leave. Ordered a beer for each of us and waited at least 10 minutes before I finally got up to ask the bartender about our drinks (after watching him not making any drinks for several minutes and serving a few others who just arrived at the bar). I could barely get the words out before he says they'll be right up. I sit back down, and he still doesn't pour them. We were about to leave again when another bartender made eye contact and she poured the drinks and brought them to us. While our waitress was friendly, she should have been checking on our drinks. Same slow experience with the other two visits, this time we are certain we will not be back.",Eastside,The Bricks,29.92,11.97,40.0,4,,Male,Mixed
rSkTYJMKMUg8QHpsfV6syw,Guest_4665,2017-07-20,3.0,"I walked into the restaurant and the general scene was promising: a friendly environment with interesting decor like a diner, despite being poorly lit.

I ordered the ""King Fu pork bowl"" and a macchiato, to which the waitress replied that their barista doesn't really make it the traditional way. I still ordered it.

The macchiato came first, and to my surprise it was in a mug filled to the brim. I let the barista know that I ordered a macchiato, not a latte or cappuccino, and she said that she knows that, she made a macchiato. After a brief discussion I discovered she doesn't know what a macchiato was. I went back to my table. 

The food came. The pork was room temperature and the rice was plain. The dish lacked flavor overall. 

Maybe they don't specialize in rice bowls as it was a smaller item on their menu, but that was my experience.",Eastside,The Bricks,20.45,4.15,20.3,2,65+,Female,
rSkTYJMKMUg8QHpsfV6syw,,07/20/2017,3.0,,Eastside,The Bricks,,0.0,0.0,1,26-35,,African American
GqJahjGcKfiFxfA7oCnvCg,Guest_2751,05/21/2016,4.0,A good watering hole. Beer and coffee are decent!  Try UNITA REady Set Gose and UNITA summer ale.,Eastside,The Bricks,,4.57,21.4,2,36-45,Female,Mixed
zs4OcjXPJOkdhKV_CtRgpQ,Guest_9606,11.06.2014,4.0,,Eastside,The Bricks,22.86,3.79,16.6,4,,Non-binary,Hispanic
Y95YeYL9jxYcdkQgsTNzNg,,09/11/2017,4.0,,Eastside,The Bricks,25.78,6.06,23.5,2,56-65,Non-binary,
77SVp08MVwzf7CP9vviZgw,Guest_5072,07/22/2012,3.0,"We've heard that we need to go to places in Ybor and try them out, so we set out to find a place for dinner.  One thing is for sure...the menu has traditional food, but in a unique way.  

I ordered the deluxe grilled cheese (has tomatoes, pesto, whole wheat) and my husband had the BBQ pig quesadilla.  Both dishes were good, but I don't feel like they were 'awesome'.  

We went out on a limb and tried the hibiscus sangria and the chocolate espresso cake for dessert.  The cake was VERY espresso!  Too rich for me!  The sangria definitely tasted like flowers, but in a good way. It was pretty refreshing too!

 It was fun to try a new place, but I don't think we'll go back.",Eastside,The Bricks,20.73,6.13,29.6,2,,Non-binary,
2a8_Q5XhjoQHaZ_KtISZuQ,,12/09/2012,4.0,,Eastside,The Bricks,19.23,2.97,15.4,1,65+,,African American
dxp5wFqMeO2x3Rz-8km5Cw,,05/27/2017,5.0,,Eastside,The Bricks,21.56,5.46,25.3,1,18-25,,Asian
PJv1iTOgQTS0Aan6_UAZnw,Guest_9852,10/31/2013,4.0,"Food was delish. 

Stopped before a concert at The Ritz, it is just a block away and the perfect stop for reasonably priced fresh, healthy-ish meal before you wreck your liver.

BFF had the Bird and Pig, she loved it.  I had the Blackstar Bean Burger.  It was spicy which in my opinion was perfect.

The drinks are pricy, but well crafted.

Our service was meh.  A little slow, but we received the correct order and were informed of specials and what they were out of before we decided.

I will totally be back next time I am in town.",Eastside,The Bricks,21.15,3.32,15.7,4,,Non-binary,
nAdvLArVs5EaKwrOvFXTuQ,Guest_2002,13.11.2014,5.0,,Eastside,The Bricks,48.44,3.84,7.9,4,,Non-binary,Other
OkD1Hn96bO8NYIClN6bvyA,Guest_1254,01/24/2018,4.0,,Eastside,The Bricks,,2.12,20.7,3,26-35,Non-binary,Mixed
oX3VSZ2WBLd-mKidL87Q5g,Guest_3036,2018-05-19,4.0,"Full disclosure: My experience might just have been an isolated, rare occurrence. I arrived to The Brick and sat myself at the bar. After 15 minutes of zero service I was getting ready to leave but I noticed the waiting staff on the main floor looked active and on top of things. I decided to transition from the lack of service bar to the main floor and, literally, as soon as I sat down I had a waiter hand me a menu, take my drink order and before even a blink I had a Bloody Mary in front on me. Moral of this story, careful sitting at the bar since the service there seemed to be lacking. I'm sure it was the timing since my overall experience was a thumbs up. 

I ordered the loaded Bloody Mary. The drink was simple but very delightful, clearly proving that less is more. The drink had a little satisfying kick that's normal to any Bloody Mary. Overall- very satisfied with their Bloody Mary, so much in fact I ordered two. Maybe a little more body to it but not a must. 

Food: I ordered the Tuna BLT with the side of Asian slaw. Overall: GREAT. The theme here is clearly simple. They exploit every taste which is gratifying since that's the most important thing. The slaw was crisp and surprisingly very refreshing. Now, the tuna can only be described as crafted by a masterful craftsman! Yes, I said it. It tasted better than it looked and that's hard todo since it looked as if out of a magazine. Nothing but quality dining. 

I place four starts because of the first part of my experience but other than that it was a good experience and I I'll come to The Brick again.",Eastside,The Bricks,40.06,8.74,21.8,3,18-25,,African American
xFxilqzpu6Xac1admnl7MA,Guest_9764,09/28/2015,4.0,,Eastside,The Bricks,20.54,4.34,21.1,3,46-55,,African American
ADodUkepU3OyY-G5zZk7yA,Guest_2643,15.10.2012,3.0,This place is fun! I like the staff and the vibe. Food is okay. Beer selection is okay. Great happy hour on wine once a week. 3.5 stars is more appropriate for this place.,Eastside,The Bricks,,2.47,13.9,4,,Female,Asian
C5VBfvKrFBGl7uhEONk8OA,Guest_7579,2017-02-09,5.0,"Great bar/café! Such a great place to hang, inside is beautiful and outside you can hear nice music while having a coffee and a cig! Definitely coming back! Loved it",Eastside,The Bricks,13.0,2.4,18.5,8,26-35,Male,Hispanic
L35Awd7K5slzNlEAI6H8xQ,Guest_6445,2016-04-01,4.0,,Eastside,The Bricks,38.89,5.27,13.6,2,26-35,Male,Asian
I3nDwvABhYqKdcxpN6_eaA,Guest_2264,2014-04-23,5.0,"Easily my favorite overall spot in Ybor. The food is freaking amazing, the staff is awesome and know their booze/beer, and it just has a great feel.",Eastside,The Bricks,,0.0,0.0,2,,Female,
L35Awd7K5slzNlEAI6H8xQ,,04/01/2016,4.0,It's a beer pub so don't go to eat a meal. Beer was great but not all of them were available at the time I visited [April] so....??,Eastside,The Bricks,,4.66,12.5,4,,,African American
mu7DWrjoa6b2yqcfH75QYw,Guest_3080,24.12.2016,1.0,"For days I have tried to put a side the terrible experience I had, I really don't like to put a bad review, but most of all I deeply appreciate when businesses treat everyone with respect and priority, and for some reason and actually for no reason.
I walked in and noticed I have to go to the bar for service, there were no available seats, so I stood at the beginning of the bar from the entrance, made an eye contact with the bar tender, 5 min passed he still didn't come to me so I looked over for a menu and grabbed it myself, shortly after he reached to me and took my order of drinks and food... 10 min passed and he didn't prepare my drinks, he left the bar area, and another guy came to replace him, he asked us if we needed help, I told him we already ordered, mean while I'm waiting and waiting and I see our server went to take out food for people, totally forgot about us, he could have at least tell the other two guys who were at the bar ( one of them was the owner) to make us the drink...
Then the owner came to me and he told me I should have told the guy that replaced him to make me the drinks, i told him how could I know it works that way?
And instead of trying to make excuses for why I don't have my drinks and blaming me for it, he obviously didn't care for what u had to say but I tried explain him how long I've been waiting and that I should have been taken care off and that he's been very rude for trying to excuse the situation instead of handling It property...
End of story, He got mad he said I'm the owner and that I'm not going to talk to him that way and he walked away from me!


So to sum it all up, I waited a while until I was served, the tender argued with me that chocolate always has milk inside ( just a lack of knowledge) the owner saw us waiting and waiting , looked at us while serving others, and than he got the nerve to be mad at me for being upset....!!!!",Eastside,The Bricks,17.77,2.21,12.5,4,56-65,Non-binary,
4lpkYTTdzqMuaZ4qoLlUgA,Guest_3202,01.07.2011,5.0,,Eastside,The Bricks,8.63,2.59,30.0,6,56-65,Male,Mixed
4ywDqRoYjy16Z_UFox0qTg,Guest_8377,07/22/2012,1.0,"Food is terrible. Nacho dip was covered in there advacado cream dressing which was bad. Very sloppy. The pesto grilled cheese, was covered in way too much pesto. Again very sloppy. Overall bad food, chef must be high or something. Oh and found a few ants crawling up my leg. Will never come back.",Eastside,The Bricks,17.77,7.11,40.0,4,,Male,Mixed
