review_id,customer_name,date,rating_out_of_10,review_text,location,restaurant_name,total_spent,tip_amount,tip_percentage,party_size,age_range,gender,ethnicity
4tFPjAqQogTadjbyw17ocw,Customer_4593,2015-09-24 15:19:24,2.0,"Quite honestly, the worst dining experience I've ever had, not just in Nola. 

We got there early for our reservation, and they sat us early. Good start. They brought out good bread. Ok, not so bad so far. First issue: we specifically asked for a game to be on their TVs when we made the reservation, and they assured us that the bar would be playing that game. They did not play that game. Oh well, not really a big deal.

Hey, that reminds me. Didn't we put in for drinks and oysters half an hour ago? Where are they? After another 15 minutes, a separate waiter comes and gets our drinks, finally. After another 15 minutes, no oysters, so we decide to put in our orders. Maybe the oysters have escaped.

Our oysters finally come after an hour of waiting for them, and they're ok. My matza ball soup is pretty much tasteless. The broth has a slight chicken flavor but other than that, nothing. The gumbo my friends got was tiny. Our waiter has now not talked to us or checked on us in well over an hour. He is busy talking to the bachelorette party and some random guy at the bar. Our other waiter is busy with his own tables, but makes more of an effort to check in on us probably 3 times over the course of a 2.5 hour marathon restaurant experience.

Now I get my entree, the fried oyster salad. The only redeeming quality of this salad is the bacon. Everything else was pretty much worthless. They oysters tasted slightly of salt, but that's it. 

The bread pudding was only good for the topping and ice cream. Once you run out of sauce, it became literally a semi-thick, unsweet dough. 

0/5 terrible experience.",Midtown,Luke,10.96,2.98,27.2,4,26-35,Non-binary,Caucasian
L3jjeVwFsHoR1vXIhLg80A,Customer_2804,2012-12-06 20:47:55,8.0,"While it was very loud in this restaurant, the food was amazing. Order the pork chop - it's to die for!",Midtown,Luke,52.58,8.38,15.9,2,,Non-binary,African American
mnnuPQrOQg2C_BHYGrNbPg,Customer_4973,2018-09-17 19:21:37,10.0,,Midtown,Luke,,8.7,16.6,2,26-35,Male,African American
sI73ECyyAOHc1bvwCs4qDA,Customer_7958,2014-07-17 17:39:05,8.0,"Had lunch there yesterday and breakfast this morning. Both experiences were positive. Oysters and crab corn soup (were out of crawfish bisque) were both excellent. Breakfast today was delicious although the beignet was a bit too dense. Table had 5 different breakfast choices and all were pleased. Service came with a smile both times. Not too loud, pretty spacious and not too overpriced for the celebrity chef circuit.",Midtown,Luke,53.41,14.16,26.5,2,65+,Male,Hispanic
qu_D9gvwrtmAfkXwExTbLw,Customer_5014,2011-02-22 19:28:10,,"Classy restaurant!  Go during happy hour to get the great deal of $.50 oysters and 1/2 off drinks everyday from 3pm-6pm.  We did and boy were we more than satisfied! 

We also tried their gumbo soup which was excellent quality -- I love fresh seafood and these guys had it!  They also served the unique New Orleans drink -- Sezarec -- which is mostly rye, it was strong but good!  Love the peach champagne too.",Midtown,Luke,33.72,8.17,24.2,2,56-65,Prefer not to say,African American
UAf-0W1HnEehqNPhB_GuIg,Customer_8703,2016-08-07 20:59:04,10.0,"After eating here on Saturday night, I can't wait to go back. The atmosphere is amazing! The staff seemed to be having a great time and really enjoyed their job, especially Rich. He made the experience fantastic! He helped us with food recommendations and all were wonderful! The crispy brussel sprouts were better than any I've ever had. The squash blossoms with goat cheese were amazing, as was the crawfish  etouffee and steamed chocolate with salted caramel ice cream! We sat at a great table where we were able to see the food being made, which I loved! All in all, it was great experience and I can't wait to go back!",Midtown,Luke,33.93,5.64,16.6,2,,Prefer not to say,Caucasian
cqISFjDZHWRAx6dS2L9xRg,Customer_9245,2018-01-23 18:41:12,,,Midtown,Luke,59.3,15.31,25.8,1,46-55,Prefer not to say,
wo2892IuYErIL7ofJBspGg,Customer_7941,2015-07-30 02:14:53,6.0,,Midtown,Luke,30.52,10.68,35.0,2,,,Other
qdbuNviIYioUK_dlS-ZGjQ,Customer_4009,2015-01-07 03:13:05,10.0,"The service is impeccable. The servers are in what I can only describe as white butler jackets and I had no less than 5 people waiting on me. Each smiling and friendly and making it seem (to me at least) that their only goal on earth was to make me happy. And then there is the food. The menu is different and unexpected (if you aren't doing the ""oh, I'll just have a raw bar meal"" kind of thing - not that there's anything wrong with that). If you aren't careful, you can work through your appetizer (I recommend the beet salad for flavors you can't duplicate) and your mini personal loaf of bread with whipped butter and then struggle through the large portioned, rich and overwhelming (in the best possible way) entree. You must save room for dessert (bread pudding with a sauce that could cause cardiac arrest) and then just call it a day - go home and go to bed and revel in the adventure you just experienced. Expect it to be pricy and don't expect a ""normal"" menu and don't be fooled that it's connected to a hotel. It loud and lively and worth the trip.",Midtown,Luke,90.69,23.7,26.1,2,56-65,,Hispanic
MWiCRaRk8UU_vZidUUkquw,Customer_3700,2016-04-01 00:41:30,8.0,"We came here for happy hour. $.75 raw oysters & $1.25 fried. We got the fried oysters and they were served with a hot sauce mayonnaise concoction. Over all they were good and tender yet crispy. 

We all ordered drinks. I wasn't impressed with those which is sad for a happy hour. 

Our server was great. He anticipated all of our needs and a sweet guy. 

We decided to have a progressive dinner and eat somewhere else. The dinners sound good. The prices were a bit on the pricy side.",Midtown,Luke,18.89,4.02,21.3,3,,Prefer not to say,Asian
P2O9WOX0K-Nzxw6oKEsEXw,Customer_4924,2015-07-20 04:50:28,8.0,"Food was good. Ambience was nice and lively. This place is 5 stars compared to half the places I ate, just because I'm pretty sure it was clean. -3 stars for the service, but at every place I ate at the staff had terrible attitudes. +1 for the rabbit pate. I wish the grits didn't have jalapeños in them, but the shrimp and grits were good. +1 for cleanliness.",Midtown,Luke,73.25,8.91,12.2,1,,Male,Hispanic
FXhVcgI9P4VWmfSZEfX9Ig,Customer_1530,2016-12-29 03:12:38,8.0,,Midtown,Luke,18.35,3.57,19.5,2,18-25,,Caucasian
ldvaa_HXaCFIa5W7cRCzMQ,Customer_1138,2012-10-13 18:52:05,6.0,Out of lager and serving Jagerschnitzel that was way too salty and covered in salad dressing. This is German food? Nein Danke. Portions are appropriate for a German stomach.,Midtown,Luke,25.83,9.04,35.0,4,46-55,,Asian
Tkjq-vTIawSihwFdSHvAPg,Customer_6428,2015-09-02 16:34:34,,"My husband and I went to Luke for our anniversary dinner and we were so pleased with our meals! Both our cocktails were creative and delicious. I had the Silver Saint which I would describe as a refreshing margarita ish cocktail but with less sweetness and more flavor. My husband had the Bufula Negra (I think) which was very tasty, I don't care for Whiskey and even I liked it. (he later tried the Slow and Low at the waiters suggestions, and was very pleased with that as well). 

Both our waiters were very attentive and had great attitudes. They were sweet and just chatty enough without over doing it. My favorite level of attention at a restaurant.  

Our meals, were, sublime. I ordered the Grilled Rib-eye with lump crab meat. The whole dish was buttery and the flavors were interesting and delicious. Often times I get bored with a steak part of the way through... not with this one! My husband had the Jumbo Louisiana Shrimp ""en Cocotte"" (fancy Shrimp & Grits) and it was so full of flavor and the shrimp were cooked perfectly. He said the grits were like clouds. 

We had read on yelp that the Bread Pudding was the best, and while I am not normally a fan, we ordered that and Bourbon Vanilla Bean Crème Brûlée. The Bread Pudding totally stole the show. It was decadent, buttery, fabulous. The Crème Brûlée was good as well, but do not miss the Bread Pudding. 

Over all a wonderful experience. I'll be back and plan to bring my friends!",Midtown,Luke,26.73,5.32,19.9,6,65+,,Hispanic
dSPO7FQY8-Bc3jDSgSLNjw,Customer_1612,2011-07-03 22:19:08,10.0,"mit umlaut und...delicious burgers. I heard good things about this place but wasn't convinced until I made an appearance. The bacon was other worldly...I need to know where to order that from...amazingly delicious supplement for a burger.

The waitress was brilliant. She knew what was in the food and could accommodate or substitute accordingly. She even knew where the products originate, speak about loving food & your job.

Customer service was above and beyond and the delicious food also made a difference. I will definitely put Luke's on the short list of places to re-visit especially because I was too full to indulge in dessert.",Midtown,Luke,31.81,3.97,12.5,2,,Prefer not to say,Hispanic
3rssn9g1G_2nT-_Yh_GxWQ,Customer_3307,2013-05-29 16:03:56,10.0,,Midtown,Luke,39.08,5.99,15.3,1,,,Mixed
b8ZnLQ2GlzqmuKVEeJLcdw,Customer_1655,2010-07-20 19:10:03,8.0,"My favorite John Besh restaurant. It's quick and easy for my lunch hour, and still  has exceptional service and delicious food. Try the fried oyster salad and the hamburger. The shrimp and grits is a bit too salty for me.",Midtown,Luke,63.62,15.2,23.9,4,,Prefer not to say,Asian
GO5dj6mpoetUw_Qns11f5g,Customer_9151,2014-11-14 20:52:01,10.0,"-Great Atmosphere 
-Great Service 
- Terrific Food
- Loved!
I seriously don't know where to begin.  This wonderful John Besh creation is purely delightful.  

The location is only a few blocks from Canal Street but seems like miles from the tourist feel of the Quarter tourist restaurants.  

Upon entering we were greeted promptly and warmly.  We had reservations and in just a few minutes she walked us back to our table almost in back (which was really great)

The tables are fairly close together so chances are very good you will hear your neighbors' conversation so be warned.  The overall feel reminds me of something from time past; the restaurant is in a beautiful old building with many unique details on the walls and I love, love, love the bar in the middle of the room.  The whole feel was very lively and energetic yet in our little table from afar still relaxed.

Onto the food.... I had built Chef Besh up so high in my mind I honestly thought he couldn't live up to it. Too unrealistic.  He did live up to my expectations and surpassed my dreams for a perfect dinner.

Appetizer - Baked Oysters - sublime

Appetizer 2 - Crab bisque - made many other crab bisque I have had pale in comparison (more soupy than bisque-y by the way)

Appetizer 3 - (hey we were sharing!) Cold Shrimp- these were very good quality.  Only odd thing was I had to ask for horseradish / only served with ketchup.  A note on the horseradish.  If you like horseradish - order some on the side here just to try.  I don't know why or how but it is the best horseradish you will ever try and the most potent.  I wish I could get my hands on it to keep at my house. 

Entrée 1 - Hamburger.  Just so wow you can't imagine how good until you taste it.  The meat is probably the tastiest hamburger meat I have ever had and I have had some pretty great burgers.

Entree 2 - Blue Crab Cavatelli - pasta with red sauce with blue crab.  Just perfect.

Dessert - are you kidding?  After 3 appetizers and tasting a little of 2 Entrees dessert wasn't even a consideration.

Bottom line: Go, go, go, go, go, go!  (but make a reservation)",Midtown,Luke,38.57,7.94,20.6,2,18-25,Female,Native American
1VIDTAViHJ7Yih-5DuFPzA,,2015-08-09 21:53:43,,,Midtown,Luke,21.47,4.3,20.0,2,36-45,Female,Hispanic
900K9SnodEvC3yNTFqVvNg,Customer_5226,2017-11-19 15:45:24,10.0,Breakfast has been delicious the past two days. The food and coffee is fantastic. They get very busy on the weekends but they're still very responsive. I specially enjoyed the Lux breakfast and the biscuits and andouille sausage that came with it. The coffee at Luke's is French press and very aromatic. I would recommend Luke's to anybody for the breakfast at least having not had anything other than a breakfast and brunch.,Midtown,Luke,30.01,10.5,35.0,2,,Prefer not to say,African American
I-4StBbMDrNHEubSWENnfg,Customer_7701,2016-05-19 19:58:13,10.0,Oyster happy hour is phenomenal. Service is attentive as well,Midtown,Luke,45.73,11.04,24.1,4,65+,Female,
gl4ye9adjWdto_mBWqNU7Q,Customer_9289,2013-08-19 14:58:38,4.0,,Midtown,Luke,32.6,3.94,12.1,2,,Male,Caucasian
vITLDRwWh8BPanrsL1yv5g,Customer_5762,2016-01-06 07:21:12,,,Midtown,Luke,34.46,4.64,13.5,5,56-65,Prefer not to say,Hispanic
gPfkHGN223r4xETdybRKvw,Customer_9767,2016-12-07 00:40:52,10.0,"Oysters are fantastic!!!! We always come here when in NOLA! Kevin and Rich were fantastic, friendly and efficient! Great suggestions for food and drinks! We also were welcomed nicely at reception and even the owner greeted us warmly! We will always be back when in NOLA!!",Midtown,Luke,25.21,8.82,35.0,5,18-25,Male,African American
1JggvvqgeftSyPrfBUjePw,Customer_6385,2015-12-08 20:32:10,6.0,,Midtown,Luke,24.26,1.65,6.8,4,36-45,,
QhkwzQ_9yXbrhfZItOF0eQ,Customer_8699,2013-08-09 15:59:20,10.0,Great happy hour.  Burger was delicious.  I have also had shrimp and grits which were outstanding.  Highly recommend.,Midtown,Luke,12.12,2.15,17.8,2,26-35,Non-binary,Caucasian
03lJjFqRDCVZwCLRiRGiww,Customer_8756,2016-07-26 18:36:40,10.0,"For me, the absolute best shrimp and grits anywhere. I went to a conference 5 years ago and tasted a friend's shrimp and grits and have been waiting to return and get my own dish. Shrimp are juicy, bursting with true shrimp flavor instead of the bland flavorless farmed shrimp, the grits are cheesy and creamy but what makes this dish is extremely deep and rich sauce that have layers of seafood flavor. Don't miss it. Dinner menu calls it JUMBO LOUISIANA SHRIMP ""EN COCOTTE"". The crispy brussel sprouts were perfectly prepared and spiced and goat cheese stuffed squash blossom were very good. Going back soon - not in 5 years, but in a couple days!!!",Midtown,Luke,19.07,2.93,15.4,4,26-35,Male,Other
_2r70d1YXAPK17bax-EjLw,Customer_5887,2015-11-11 02:29:58,,Well I have to say I have hated brussel sprouts since I was a kid but after trying them here.... oh my I have a new favorite vegetable.  I could go on and on about how good the shrimp and grits are here or how fantastic the shrimp etouffee is over pasta but for Luke I will keep is short and sweet and just say if the chefs here boiled a hot dog it would probably be the best hot dog you ever had in your life.  If this place isnt on your bucket list put it on because it really is a 5 star must try.,Midtown,Luke,70.07,10.51,15.0,2,46-55,Prefer not to say,Asian
t6cstQgL62MobHt6dfwoLw,Customer_6603,2017-02-11 17:48:02,,,Midtown,Luke,20.09,7.03,35.0,3,26-35,Female,Mixed
jMBaHKrXnrhf1S86jeoTWQ,Customer_8156,2017-10-25 14:30:31,10.0,Best fried oysters ever. And best brussel sprouts ever. Hands down. No question. We wanted to get more food but weren't starving so we decided on fried oyster salad which came with a generous amount of oysters and were perfectly fried and with a perfect texture! The shrimp and grits was also just perfect and the brussel sprouts....I need that recipe- some magical honey balsamic vinaigrette w almonds and cheese on top. Will need to go back again whenever we're back in New Orleans.,Midtown,Luke,35.37,7.94,22.4,2,65+,,Other
jdb3482qXNH_BNs8mBaxiA,Customer_3369,2014-10-27 15:03:48,8.0,,Midtown,Luke,,3.29,26.6,4,,Non-binary,Caucasian
Yfeku2PBrMgV2Q5hDQdQ8g,Customer_7658,2015-04-29 22:35:49,8.0,"Luke really delivers on the whole happy hour oyster and drink deal. Tasty raw oysters you top with horseradish and cocktail sauce. Half off draft beer/wine/cocktails. Definitely what I expected from both the food and drinks. However, the baked oysters were only ok, the fries were over-salted and gumbo didn't really hit the spot. I'd say, just go for the happy hour and you'll leave satisfied.",Midtown,Luke,16.1,2.66,16.5,1,65+,Male,
qS7oYi10YuRIy8R0eWfVEg,Customer_1597,2018-03-04 21:50:17,6.0,"Worst service I have EVER received, we had alarge party and they were rude from the start!  Ride about our orders, rolling eyes and huffing.  Bearded, shirt skinny server was worse in my life!  Made everyone uncomfortable!  Mentioned to another host? Who came by our table and she was rude too!  Food and drinks may be great at happy hour but not worth the terrible service!  Only place in NOLA that hasn't been hospitable!


Server came back and apologized for his rudeness!  Shocking moves up from 1 to 3, still unhappy he ruined my experience.  Even though we appreciate the apology very much!",Midtown,Luke,26.32,5.17,19.6,3,,Prefer not to say,African American
NNALfkYEatvfd-QDXnuEbw,Customer_1235,2018-04-30 13:19:53,10.0,"This place is busy! At first I though I was going to be waiting a long time to be served, not at all. Service was prompt and courteous ...
And the food was incredible. We ask the waiter for recommendations, and he gave us the most delicious dishes. My husband had the Tuna, I had the shrimp w grits ( best grits I have ever had) .",Midtown,Luke,23.29,3.56,15.3,2,36-45,Male,Native American
iKTEtnw_VwrRqV-hibEUuw,Customer_8471,2015-05-29 14:39:37,8.0,,Midtown,Luke,27.95,6.79,24.3,4,36-45,Non-binary,Other
4M4XbNKgn9t3cEp-Gf62XA,Customer_3898,2012-06-01 06:42:53,6.0,"We tried Luke for dinner since we'd heard good things. My friends ordered the burger and the shrimp & grits. The burger was pretty good -- it was similar to fathers office in LA but the bun wasn't as crunchy/crispy and it didn't have blue cheese. The portions are huge! The shrimp were super juicy and the steak was also quite tasty but came out a bit rarer than I asked for. 

Our waiter was awesome -  very personable and friendly. I want to give this place 3.5 stars, because although the food was good, it wasn't a wonder to behold, which is what I had been expecting after all the hype.",Midtown,Luke,41.18,6.49,15.8,2,26-35,,Other
L3p7RXD-IA8YIlTW6_9xyQ,Customer_2625,2009-10-14 21:23:16,8.0,"You can't go wrong with the brunch at Luke!  I always get the fried chicken and waffles.  It comes with cane syrup and gravy on the side.  Ummm!  On a weekday, it is good for lunch or dinner with friends or the hubby.  I recommend the Luke burger (even though I believe it is sacrilegious to order a burger at an establishment such as this, however this is THE exception!) The flamenkutche is really good, too.  It is like a German pizza.  I also enjoy the cochondelait poboy, shrimp & grits, and croque madame , which are excellent.  We are never disappointed and always enjoy the ambiance of the old style New Orleans  restaurant.",Midtown,Luke,,0.0,0.0,5,18-25,Male,Other
cbBlP-QIUy5KdXHgnFlxpg,Customer_9247,2015-01-19 21:22:15,10.0,"Wow where do I even begin?? Remember Spicoli from Fast Times at Ridgemont High? OK well that was basically our waiter, Rich. He was EFFIN HILARIOUS! We heard the following phrases during dinner:

""Wha wha?!""
""This shiz is going to be awesome!""
""Here are your vagtables.""

There were so many other gems, but honestly I can't even remember. Regardless, we were there for a birthday and Rich went out of his way to make our experience special. We were giggling all night and his persona.

We had the onion tarte and brussel sprouts to share and I had the Grilled Mahi. Honestly the descriptions on the menu don't even serve the food justice. Mahi with caper butter? Sounds rather ordinary. But no that's where you'd be wrong. It was so good I actually wiped my clean, which I NEVER do. It was served with kale, but not regular kale salad. These were more like spiced kale chips. I was like HOW DO I MAKE THESE AT HOME??? I wanted a bag to take with me just so I could snack on them.

The birthday cake was a little piece of chocolatey heaven. I'm not sure what it was but it tasted like flourless chocolate cake with ice cream. It was super moist and dense. Not too bitter and not too sweet. 

When I go back to New Orleans, Luke's will definitely be on my go to list.",Midtown,Luke,88.2,13.05,14.8,1,18-25,Non-binary,Other
j7HLaxsGGEdO33PvEXcWAQ,Customer_3038,2015-11-15 15:54:52,,"Great breakfast spot..food was top notch, did not give 5 stars, other than the hostess claimed it would be 20 min wait when 10 + tables were open the entire time. We ate at the bar and service was great..",Midtown,Luke,32.21,5.96,18.5,4,,Prefer not to say,Other
ZKsVHtNsbgKpspdN0Wakuw,Customer_4668,2014-05-29 18:23:11,8.0,,Midtown,Luke,66.91,9.69,14.5,1,36-45,Non-binary,Native American
TKkMZa4EwjMX5wtM_QOXVQ,Customer_7792,2016-12-06 04:54:58,10.0,La la loved Lüke's. Can't beat $0.75 raw oysters daily from 3-6pm. They were so good we ordered 5 dozen of them. Hands down one of my fav dishes of all time is the Louisiana rabbit and chicken liver pâté. You must order it if you dine in. The bread pudding was nice and warm and a great way to end a meal. Make a reservation and go!,Midtown,Luke,19.16,3.54,18.5,5,18-25,Female,Mixed
hSJoggzMaYp3RBNx8K-S6w,Customer_8045,2018-06-19 17:16:45,10.0,,Midtown,Luke,39.7,8.53,21.5,3,46-55,Female,Other
rwhqfxBayyGKj_VC5ci9Ng,Customer_3846,2017-06-18 18:22:51,,Went for brunch today. Had eggs in purgatory. Mediocre. Eggs over cooked. Service was ok. Not impressed. No high standards. Commercially average. Suggestion to check dishes before they leave the kitchen.,Midtown,Luke,16.85,3.76,22.3,5,,,African American
qGuYP50djRUtlE8gf1owZw,Customer_7422,2015-12-09 03:01:56,10.0,,Midtown,Luke,27.87,5.48,19.7,2,,Non-binary,African American
YpHIixkA2K96wFLbI6FHkQ,Customer_3507,2009-03-01 00:24:17,10.0,"This was our second choice after finding out Rio Mar was closed for Mardi Gras week. We had a hell of a time getting here since it was on the other side of the parade from where we were staying.
   Nonetheless, we had a great meal. 
    Service was spot on. Professional but not overbearing or obvious. 
    A little disappointed that they were out of two ingredients for one of their signature cocktails, but it WAS the day before Mardi Gras.
   The bread and butter at the table was excellent. Crunchy outside, soft inside.
   The beets salad was so much better and different from similarly named items at other restaurants. The greens literally tasted like they had been picked from a sun warmed field minutes before.
    G's Choucroute was a meaty fiesta. He loved it. My crab ravioli was lovely with a delicate Meyer lemon sauce. 
    Bread pudding for dessert was just how we like it - sans raisins.
    Truly a memorable meal. Way better than most hotel restaurants.",Midtown,Luke,45.7,10.23,22.4,8,,,Hispanic
Euxt-8JJwkQVYNzqHngDsw,Customer_6867,2017-10-11 14:59:11,10.0,,Midtown,Luke,,9.18,12.6,1,65+,Female,Native American
Z5J3COLn0w4ol5Wblz-VKg,Customer_5267,2017-08-20 00:07:51,8.0,,Midtown,Luke,18.46,1.81,9.8,2,36-45,Male,African American
WB2g2Ljv48X9yp3cV70TaQ,Customer_3010,2015-05-14 18:08:40,,"Dinner with subline. Let me begin by telling you that they have oysters at $.75 per oyster and grilled oyster is a dollar and a quarter per grilled oyster during happy hour. Indeed it is happy. Happy hour is between the hours of 3 to 6 PM. Lots of locals and tourists all knew to flock to this place because they really do have the best deal in town. We had ordered 24 oysters; that is two dozen oysters and it came out to $18. Naturally we also had to have other food to go with The delicious oysters. We had seafood gumbo and we also had some wonderful vegetables that were in season. The sauce for the vegetables was an herb infused butter that we ordered extra bread just so that we can mop in the wonderful sauce.

This seafood gumbo was pretty good. It wasn't the best we've ever had. But it was pretty good. I do like the fact that they put nice okra into it. As you already know I love vegetables and the sauce that went with the vegetables was absolutely delicious. We overstuffed ourselves with the oysters we honestly couldn't eat another bite. Even when they mentioned delicious choices for desserts, sadly we had to refuse them. Another day, another meal.",Midtown,Luke,,4.5,15.7,5,36-45,Non-binary,African American
-pq_DOFDvuaU-eTIBM3YdQ,Customer_9045,2018-08-05 13:37:10,10.0,Great place for happy hour oysters. The gumbo was delicious and they kept the drinks flowing. Service was impeccable and the servers are very polite and friendly. I wish they would expand to other states.,Midtown,Luke,19.65,3.86,19.6,2,,Male,
gEYN5nl1645r_bHSoQ4Iqg,Customer_8387,2014-08-12 02:48:18,10.0,"I literally just had dinner here about 10 mins ago. I'm from Los Angeles and I'm only in town for 5 days but I also went to Luke this morning and just had to come back to try their dinner menu. Everything was delicious! 

Breakfast:
Crab omelet- 5 stars
It comes with fries and a side salad. It is stuffed with jumbo lump crab meat and it was my favorite entrée at the restaurant. 

Dinner:
12 raw oysters- 5 stars
Very fresh didn't even use the cocktail sauce and horseradish that it came with. A dab of Tabasco and lemon juice is all you need.

6 P&J oysters- 4 stars
These were good but I'd just had the grilled oysters at Acme down the street and Acme's just had a simpler sauce that I felt brought out the natural taste of the oysters better. 

Etouffee- 5 stars
I split this because I wanted to save room for dessert. Splitting it was the perfect portion. Mine came with a scoop of rice and 3 shrimp. There was a large portion of blue crab meat mixed into the sauce. I would order this again it felt like a home cooked comforting meal. 

Bread Pudding: 5 stars
I have a huge sweet tooth. I could eat this every day and not get sick of it. It had bananas and walnuts all over it! There was a scoop of ice cream on top that felt like the cherry on top of an already perfect dessert. 

Chocolate Mouse Cake: 4 stars
This was actually more like a 3.5 but I bumped it up because it was on the house! Truthfully I was stuffed at this point. I thought this dessert was a bit rich but it was free and that made it taste better ;)

The service was on point. You can tell they are all well trained and know the menu very well. I might just go back one more time before my trip ends!",Midtown,Luke,19.72,3.49,17.7,2,26-35,Non-binary,Caucasian
3EUIprHie45xiT75nJERbw,Customer_6616,2013-05-29 14:29:00,8.0,"If you are looking to be impressed by French-German dishes in New Orleans, please go to Luke Restaurant, I know I was. 

The restaurant is located in the Central Business District, next to the Hilton and in the former Masonic Temple Building, so there is that historic vibe to the restaurant. The front room is a lot more grand than the back room (where we were seated), but that is offset by views of the open kitchen. 

Apparently they only want to seat people with reservations, so since we did not have one, we were refused seating until 9:15pm (it was 6:45pm) but with a little back and forth, we ended up waiting only 15 minutes before we were seated. However, as we walked through the restaurant to the back room, way too many tables were empty that it made no sense that they acted that way. A lot of tables still remained empty throughout the meal.

I decided to start out my meal with a cocktail. I originally wanted the Mint Julep but they were out so I had the Riverbend (vodka, lemon juice, basil syrup, blueberries & ginger ale) at the recommendation of the server. It was a relatively sweet cocktail, with the ginger ale being the most powering flavor, but you could still taste the alcohol.

My friend choose a regular starter and ordered a cup of the Crawfish Bisque. She ate all of it so I am assuming she liked it, but she did complain of a sour aftertaste.

My boyfriend skipped the appetizers and went straight for the entree. He always seems to find the most basic item on the menu and order it. He had the Luke Burger (bacon, caramelized onions, tomatoes, Swiss cheese) and was raving about it. One thing I can tell you, it was a very good size. 

My friend had the Jumbo Louisiana Shrimp ""En Cocotte"" with lump crab meat, roasted jalapeño cheese grits, andouille & green onion sausages. She loved it.

I have an obsession with mussels so I had the classic Moules et Frites. Although only having two simply ingredients (garlic & thyme) in the broth, the flavors stood out and the taste was a lot bolder than others I have had with a lot more ingredients. The house-made fries were scrumptious. These are the best kind.

Even with all that food, we still made room for dessert. We first had the Bread Pudding which was delicious but quite sweet. I am also not a fan of over sauced foods.

One wasn't enough so we also ordered the Bourbon Vanilla Bean Creme Brulee. It was superb and not too sweet which is a plus for me. The little cookies on top added nothing to the dessert and if anything could have been left off.

All that good food, I still have to give props to our server. He was amazing and engaging. The front desk soured the mood a little bit a first but he more than made up for it. I couldn't have asked for anyone better.",Midtown,Luke,,15.61,35.0,2,56-65,,Caucasian
tp4K9tfsTe0yHITO_IjRrg,,2011-12-06 16:14:28,6.0,,Midtown,Luke,98.81,15.95,16.1,4,,Female,Asian
gMBvKdQOdexkLzo0DpJ8pQ,Customer_3073,2015-05-27 18:28:15,8.0,"Chef Josh Besh's shrimp and grits was pretty amazing. This is just one of the many places he operates in New Orleans and a must if you are in town for some signature dishes.  Their lunch menu was fantastic. The person next to me got some kind of a grilled cheese with corn beef and a fried egg on the top, calling chef Besh creative is an understatement.",Midtown,Luke,44.2,11.32,25.6,5,46-55,Female,Hispanic
YwECFZXV72BX5a6MY_f24Q,Customer_9399,2016-10-30 15:56:42,10.0,So. Good. If you love seafood try this place! The raw oysters were meaty and delicious. Everything I tried here was good.,Midtown,Luke,46.45,0.0,0.0,1,36-45,Female,Asian
uXPB8eOngf8hUB3tqQd6sg,Customer_6105,2015-09-15 21:13:51,2.0,"So sorry Chef Besh but this was one of the worst meals I've EVER had. Maybe you kids were just having a bad day, it happens. This restaurant is obviously geared towards tourists. Location, menu etc. Or people who like to be told what's good and really don't know what they're eating. Waitress; ""You guys aren't from around here are you?"" Unfortunately for Luke, we are. Best part, Pate appetizer: huge and amazing! THEN: I had the pork schnitzel. Best descriptive word for the dish; beige. My friend had the ribeye; cold. Herbed butter on top just sat there like a dairy hat. Two more guests had the fish of the day. Not even 3 bottles of wine could help. In the end everyone left something on their plate. And no one ordered dessert. All we got was out of there as fast as we could.
Very disappointed. Don't think I'll ever go back. I guess if you're chef and owner of 214 restaurants, you can't really keep an eye on quality. And that's a shame.",Midtown,Luke,49.64,6.58,13.3,2,26-35,Prefer not to say,Other
gx27J8DicQ4nF2B5LHBilA,Customer_7275,2015-05-12 22:08:20,8.0,,Midtown,Luke,83.85,13.96,16.6,3,56-65,Non-binary,Mixed
yFuvOzHrwUSTPGK44UOpAQ,Customer_5146,2017-01-16 21:39:25,10.0,Went here for brunch and it was really excellent. My partner had the waffles and they were amazing -- especially the cream/marmalade topping for them. I had the fried chicken biscuit which was also wonderful. The chicken has an amazing honey glaze with a subtle kick that really makes it so good. The only drawback was that our waitress was not the best. But hard to dwell on that when the food is so amazing.,Midtown,Luke,47.1,6.54,13.9,2,,,Mixed
i2ySIy_cBaIC0DNxH1Hpww,Customer_5019,2014-01-01 07:21:12,10.0,,Midtown,Luke,,3.57,13.8,4,65+,Non-binary,Mixed
SVF3o-0DyFa1h9PLeX5ILA,Customer_4502,2017-11-20 01:00:41,10.0,"Yum. Everything we ate was so good. I highly recommend the shrimp and grits. So good. The oysters were amazingly fresh and a great deal during happy hour. The onion tart was a really interesting, different type of appetizer. Salads were fresh and high quality too.

Good atmosphere for friends, family, happy hour after the big game, or for date night.

Great place with good service. Highly recommend.",Midtown,Luke,13.64,2.7,19.8,2,,Non-binary,Asian
Mk-PwOEViGlP3CQtuhvQ7A,Customer_5555,2017-06-20 02:00:48,6.0,This place didn't have anything German on the menu.  The burger was good but not $16 good.  Kind of overpriced for what they had.   It was okay but it is not worth the prices.,Midtown,Luke,26.32,4.65,17.7,2,,Male,Other
pieef7WGTxqFaPg4-FGocA,,2015-01-05 03:07:53,10.0,,Midtown,Luke,,1.55,11.2,2,18-25,Non-binary,Other
